Branch_name,Vehicle_Make,Year_Manufacture,Loan_Tenure,Interest_Rate,Annual_Income,Loan_Amount
PUCHONG JAYA,VOLKSWAGEN,2019,108,0.0338," Above RM120,000    ",120000
"J.SONG THIAN CHEOK,KUCHING       ",PERODUA,2019,108,0.0466," RM24,001 - RM48,000",33900
SS2 PJ,PERODUA,2019,84,0.0464, Undisclosed        ,29000
PETALING JAYA NEW TOWN,NISSAN,2019,108,0.0405," RM24,001 - RM48,000",100000
SETAPAK BRANCH,PROTON,2018,60,0.0391," RM48,001 - RM72,000",90000
SETAPAK BRANCH,PERODUA,2019,108,0.0458," RM24,001 - RM48,000",43700
KOTA KINABALU API API,PERODUA,2019,108,0.0419," RM48,001 - RM72,000",73600
KOTA KINABALU API API,PROTON,2019,108,0.048," RM24,001 - RM48,000",35400
SKUDAI BRANCH,SUBARU,2019,108,0.0405," RM48,001 - RM72,000",115000
MELAKA TMR1,HYUNDAI,2018,108,0.0401," RM24,001 - RM48,000",135000
PUCHONG JAYA,PERODUA,2019,84,0.0461," Above RM120,000    ",44400
KROKOP ,PERODUA,2019,108,0.0483," RM48,001 - RM72,000",40600
"MENJALARA, KUALA LUMPUR",HONDA,2019,84,0.0392," RM96,001 - RM120,000",74000
KOTA KINABALU API API,ISUZU,2019,108,0.0407," RM24,001 - RM48,000",96000
TAMAN SRI TEBRAU,PROTON,2019,84,0.0391," RM96,001 - RM120,000",102000
BATU PAHAT BRANCH,PERODUA,2019,108,0.048," RM12,001 - RM18,000",25600
LUKUT,PERODUA,2019,60,0.0442, Undisclosed        ,50200
TAMAN MIDAH,PERODUA,2019,108,0.0448," RM48,001 - RM72,000",30600
PUCHONG JAYA,SUBARU,2019,48,0.0387," RM72,001 - RM96,000",100000
"JALAN BESERAH, KUANTAN   ",PERODUA,2019,108,0.0485," RM48,001 - RM72,000",49400
MELAKA TMR1,PROTON,2018,108,0.0487," RM18,001 - RM24,000",47400
BINTULU BRANCH,HONDA,2019,108,0.0405," RM72,001 - RM96,000",65000
"JLN SULTAN BADLISHAH, ALOR SETAR BRANCH",TOYOTA,2019,60,0.0387," Above RM120,000    ",100000
MELAKA TMR1,PROTON,2019,108,0.0479," RM24,001 - RM48,000",34400
JALAN IPOH BRANCH,PERODUA,2019,72,0.0468, Undisclosed        ,28900
BINTULU BRANCH,PERODUA,2019,108,0.051," RM12,001 - RM18,000",17700
"JALAN KAPAR, KLANG          ",PERODUA,2019,108,0.0462," RM24,001 - RM48,000",42000
"SIMPANG AMPAT, PENANG",PROTON,2019,60,0.0394," Above RM120,000    ",55000
TELUK PULAI BRANCH,PROTON,2019,108,0.0398," Above RM120,000    ",105000
"PUSAT DAGANGAN BAKRI,MUAR",PERODUA,2019,72,0.0462," RM24,001 - RM48,000",37000
"JITRA, KEDAH",PERODUA,2019,108,0.0421," RM48,001 - RM72,000",72000
PUCHONG JAYA,TOYOTA,2019,108,0.0391," Above RM120,000    ",79000
SEREMBAN 2,PROTON,2018,84,0.048," RM24,001 - RM48,000",39800
"T.NIAGA JAYA,BKT MERTAJAM   ",TOYOTA,2019,60,0.0386," RM48,001 - RM72,000",114500
TAMAN ABAD,KIA,2019,84,0.0406, Undisclosed        ,39800
"BANDAR BUKIT TINGGI, KLANG BRANCH",PEUGEOT,2019,108,0.0398," RM48,001 - RM72,000",143000
MELAKA TMR1,PERODUA,2019,108,0.0476," RM18,001 - RM24,000",33000
TAMAN SRI TEBRAU,PERODUA,2019,60,0.0478," RM48,001 - RM72,000",25000
TAMAN SRI TEBRAU,MITSUBISHI,2019,84,0.0392, Undisclosed        ,122000
KEPONG BRANCH,PERODUA,2019,108,0.0459," RM24,001 - RM48,000",70000
MELAKA BRANCH,VOLVO,2019,60,0.0372," Above RM120,000    ",150000
TAMAN SRI TEBRAU,PERODUA,2019,48,0.0497," RM96,001 - RM120,000",20000
"JALAN GENUANG, SEGAMAT   ",PERODUA,2019,72,0.0454," RM96,001 - RM120,000",43900
"PUSAT DAGANGAN BAKRI,MUAR",HAVAL,2019,60,0.0394," RM72,001 - RM96,000",77000
SEREMBAN 2,PROTON,2019,60,0.0384," Above RM120,000    ",111000
KROKOP ,HONDA,2019,108,0.0403," RM48,001 - RM72,000",74000
TAMAN SRI TEBRAU,HONDA,2019,84,0.0403," RM72,001 - RM96,000",76800
"TMN MOLEK, JOHOR BAHRU   ",PERODUA,2019,108,0.048," RM18,001 - RM24,000",31000
KOTA KINABALU API API,PERODUA,2019,108,0.049," RM72,001 - RM96,000",40300
JELUTONG,PROTON,2019,72,0.0465," RM48,001 - RM72,000",32300
PUCHONG JAYA,HONDA,2019,108,0.04, Undisclosed        ,62500
KUCHING RH PLAZA,PERODUA,2019,108,0.0413," RM72,001 - RM96,000",65400
"JALAN GENUANG, SEGAMAT   ",PROTON,2018,108,0.0502," RM24,001 - RM48,000",34000
KLUANG BRANCH,PERODUA,2019,84,0.045," RM12,001 - RM18,000",50000
SIBU,PERODUA,2019,108,0.0495," RM12,001 - RM18,000",32000
SETAPAK BRANCH,PROTON,2019,108,0.0475," RM24,001 - RM48,000",46200
TAMAN MIDAH,PERODUA,2019,108,0.0419," RM24,001 - RM48,000",72200
TAMAN MIDAH,TOYOTA,2019,108,0.0392," RM48,001 - RM72,000",70000
PUCHONG JAYA,PERODUA,2019,60,0.0458," RM96,001 - RM120,000",38900
JALAN KELANG LAMA BRANCH,PERODUA,2019,108,0.05," RM24,001 - RM48,000",32900
SEVENTH MILE BAZAAR BRANCH,PERODUA,2019,60,0.049," RM48,001 - RM72,000",30000
"HUMPHREY STREET, SANDAKAN BRANCH",PROTON,2019,108,0.0479," RM24,001 - RM48,000",37400
TANGKAK BRANCH,PROTON,2019,108,0.047," RM18,001 - RM24,000",42300
KL MAIN (EON BUILDING),HONDA,2019,60,0.0396," RM24,001 - RM48,000",70000
TAMAN MIDAH,PERODUA,2019,60,0.0451," RM96,001 - RM120,000",38000
SIBU,PROTON,2019,60,0.0465," RM24,001 - RM48,000",27000
SS2 PJ,TOYOTA,2019,84,0.0391," RM96,001 - RM120,000",81300
SEREMBAN 2,PROTON,2019,84,0.0455," RM24,001 - RM48,000",39000
SEREMBAN 2,PROTON,2019,60,0.0391," Above RM120,000    ",77700
SEREMBAN 2,PERODUA,2019,108,0.047," RM24,001 - RM48,000",41500
BANDAR MAHKOTA CHERAS                   ,PROTON,2019,48,0.0467," RM24,001 - RM48,000",31400
"T.NIAGA JAYA,BKT MERTAJAM   ",PERODUA,2019,108,0.0492," RM18,001 - RM24,000",36000
TAMAN SRI TEBRAU,PEUGEOT,2019,84,0.0383, Undisclosed        ,97000
MASAI,PERODUA,2019,84,0.0479," RM24,001 - RM48,000",27000
"JALAN KAPAR, KLANG          ",HONDA,2019,108,0.0395," Above RM120,000    ",151000
"JALAN KAPAR, KLANG          ",TOYOTA,2019,60,0.0396," RM96,001 - RM120,000",53000
TAMAN EQUINE BRANCH,BMW,2018,84,0.0384," Above RM120,000    ",200000
TAMAN SRI RAMPAI BRANCH,MITSUBISHI,2019,108,0.039," RM72,001 - RM96,000",85000
KOTA KINABALU API API,ISUZU,2019,108,0.0406," RM48,001 - RM72,000",119000
TAMAN SRI TEBRAU,FORD,2019,108,0.0398," Above RM120,000    ",150000
"JALAN PENDING, KUCHING BRANCH",PERODUA,2019,108,0.05," RM18,001 - RM24,000",37000
"NEW TOWNSHIP,INANAM,SABAH        ",MAZDA,2019,108,0.0385," Above RM120,000    ",187300
PANDAN PERDANA BRANCH,PERODUA,2019,84,0.0415," RM48,001 - RM72,000",72300
KUCHING RH PLAZA,PERODUA,2019,108,0.0464," RM24,001 - RM48,000",52100
MELAKA TMR1,PERODUA,2019,36,0.0494," Above RM120,000    ",30000
SEREMBAN 2,PROTON,2018,108,0.0504," RM18,001 - RM24,000",36000
KUCHING RH PLAZA,PROTON,2019,108,0.0456," RM48,001 - RM72,000",15000
TAMAN SRI TEBRAU,PROTON,2019,108,0.048," RM24,001 - RM48,000",35000
TAMAN SRI TEBRAU,PERODUA,2019,36,0.0481," Above RM120,000    ",32000
KUALA SELANGOR BRANCH,TOYOTA,2019,60,0.0395," RM24,001 - RM48,000",71000
TAMAN MIDAH,PERODUA,2019,108,0.0492," RM12,001 - RM18,000",39000
KL MAIN (EON BUILDING),MAZDA,2019,108,0.0399," RM48,001 - RM72,000",132000
TAMAN SRI TEBRAU,HONDA,2019,84,0.0396," RM96,001 - RM120,000",70000
SENAI,PROTON,2019,60,0.0465," Above RM120,000    ",31400
BUKIT BINTANG,PERODUA,2019,108,0.0485," RM48,001 - RM72,000",43300
SS2 PJ,KIA,2019,60,0.0406," RM96,001 - RM120,000",45000
"KAMUNTING, PERAK            ",TOYOTA,2019,108,0.0392," RM24,001 - RM48,000",76600
"JALAN BESERAH, KUANTAN   ",PERODUA,2019,60,0.0483," RM96,001 - RM120,000",20000
TAMAN SRI TEBRAU,NISSAN,2019,60,0.0392," RM72,001 - RM96,000",80000
SS2 PJ,MAZDA,2019,84,0.0377," Above RM120,000    ",150000
"JALAN BESERAH, KUANTAN   ",HONDA,2019,108,0.0404," RM48,001 - RM72,000",67400
PUCHONG JAYA,BMW,2019,60,0.0381," Above RM120,000    ",130000
TELUK INTAN BRANCH,PERODUA,2018,108,0.0497, Undisclosed        ,43300
TAMAN MIDAH,HONDA,2019,60,0.0402," Above RM120,000    ",60000
KUCHING RH PLAZA,TOYOTA,2019,60,0.0387, Undisclosed        ,100000
TAMAN SRI TEBRAU,TOYOTA,2019,108,0.0391," RM18,001 - RM24,000",78000
KL MAIN (EON BUILDING),TOYOTA,2019,84,0.0379," Above RM120,000    ",167000
SS2 PJ,PERODUA,2019,60,0.0469," Above RM120,000    ",25000
"PUSAT DAGANGAN BAKRI,MUAR",MAZDA,2019,84,0.0383," RM24,001 - RM48,000",133000
TAMAN SRI TEBRAU,PERODUA,2019,84,0.0461," RM48,001 - RM72,000",32000
"JALAN KAPAR, KLANG          ",TOYOTA,2018,84,0.0386," Above RM120,000    ",200000
PONTIAN,PERODUA,2019,60,0.049," RM24,001 - RM48,000",25000
KOTA KINABALU API API,MITSUBISHI,2019,108,0.0389," RM48,001 - RM72,000",100000
PJ CITY BRANCH                          ,PROTON,2019,108,0.049," RM24,001 - RM48,000",39000
RAUB BRANCH,PERODUA,2019,108,0.0458," Above RM120,000    ",50500
KL MAIN (EON BUILDING),TOYOTA,2019,84,0.0391," RM48,001 - RM72,000",78000
SS2 PJ,PERODUA,2019,84,0.0413," Above RM120,000    ",70000
PUCHONG JAYA,HONDA,2019,60,0.0393," RM72,001 - RM96,000",80000
PUCHONG JAYA,MERCEDES BENZ,2019,84,0.0378," Above RM120,000    ",235000
CHERAS BRANCH,PERODUA,2019,108,0.0477, Undisclosed        ,31900
KUCHING RH PLAZA,PERODUA,2019,108,0.0491," RM72,001 - RM96,000",32500
JALAN IPOH BRANCH,PERODUA,2019,108,0.0486," RM96,001 - RM120,000",28000
DESA CEMERLANG,PROTON,2019,108,0.0474," RM48,001 - RM72,000",47000
MELAKA TMR1,PERODUA,2019,84,0.0463, Undisclosed        ,46700
PUCHONG PRIMA BRANCH,FORD,2019,108,0.0397," RM48,001 - RM72,000",93500
PUCHONG JAYA,PERODUA,2019,84,0.0475," RM24,001 - RM48,000",36000
DESA SRI HARTAMAS BRANCH,PERODUA,2018,108,0.0493," RM48,001 - RM72,000",34900
MELAKA TMR1,PERODUA,2019,84,0.046," RM48,001 - RM72,000",50200
TAMAN TAMPOI INDAH BRANCH,HONDA,2019,84,0.0397," RM72,001 - RM96,000",79000
SEREMBAN 2,PERODUA,2019,108,0.0467," RM18,001 - RM24,000",43000
TAWAU BRANCH,PERODUA,2019,108,0.0417," RM12,001 - RM18,000",61900
KL MAIN (EON BUILDING),HONDA,2019,108,0.0403," RM48,001 - RM72,000",74300
JELUTONG,PERODUA,2019,108,0.0461," RM24,001 - RM48,000",44000
SEVENTH MILE BAZAAR BRANCH,TOYOTA,2018,60,0.0388," RM96,001 - RM120,000",120000
KL MAIN (EON BUILDING),TOYOTA,2019,72,0.0386," RM48,001 - RM72,000",140000
KOTA KINABALU API API,PERODUA,2018,108,0.0491," RM72,001 - RM96,000",37000
KOTA BHARU 1,TOYOTA,2019,60,0.0421," RM24,001 - RM48,000",30000
SARATOK BRANCH,TOYOTA,2019,36,0.0415," RM72,001 - RM96,000",50000
PUCHONG JAYA,BMW,2019,84,0.0382," Above RM120,000    ",280000
MELAKA TMR1,MITSUBISHI,2019,108,0.0395," RM18,001 - RM24,000",119000
USJ,BMW,2019,84,0.0383," Above RM120,000    ",232000
KULAI BRANCH,PERODUA,2019,108,0.0419," RM72,001 - RM96,000",72300
TAMAN SRI TEBRAU,TOYOTA,2019,60,0.04," RM48,001 - RM72,000",50000
ALOR SETAR BRANCH,PROTON,2019,96,0.048," RM24,001 - RM48,000",35600
MELAKA TMR1,TOYOTA,2019,108,0.0392," RM24,001 - RM48,000",75500
KL MAIN (EON BUILDING),HONDA,2019,108,0.0403," RM72,001 - RM96,000",119000
SETAPAK BRANCH,HONDA,2019,84,0.0393," RM72,001 - RM96,000",110000
PUCHONG JAYA,HONDA,2019,60,0.0406," RM48,001 - RM72,000",46000
TAMAN SRI TEBRAU,MAZDA,2019,108,0.0392," RM72,001 - RM96,000",145500
PUCHONG JAYA,VOLKSWAGEN,2019,60,0.0373," Above RM120,000    ",130000
SIBU,ISUZU,2019,108,0.0405, Undisclosed        ,93000
SS2 PJ,HONDA,2019,108,0.0404," RM24,001 - RM48,000",70000
PJ CITY BRANCH                          ,NISSAN,2019,108,0.0408," RM24,001 - RM48,000",62500
JOHOR BAHRU BRANCH,TOYOTA,2019,84,0.039," RM72,001 - RM96,000",83000
"BERCHAM, PERAK BRANCH",PERODUA,2019,108,0.0463," RM72,001 - RM96,000",35000
KOTA KINABALU API API,PERODUA,2019,108,0.0425," RM72,001 - RM96,000",72500
KULAI BRANCH,NISSAN,2019,108,0.041," RM48,001 - RM72,000",73600
SIBU,TOYOTA,2019,60,0.0404," RM72,001 - RM96,000",40000
"HUMPHREY STREET, SANDAKAN BRANCH",PROTON,2018,96,0.0493," RM18,001 - RM24,000",34000
KROKOP ,PERODUA,2019,108,0.0492," RM24,001 - RM48,000",36800
SEREMBAN 2,HONDA,2019,108,0.0396," Above RM120,000    ",118900
BINTULU BRANCH,PERODUA,2019,60,0.0497," RM24,001 - RM48,000",20000
TAMAN SRI TEBRAU,PERODUA,2019,84,0.0467," RM48,001 - RM72,000",38800
"JALAN BESERAH, KUANTAN   ",HONDA,2019,108,0.04," RM24,001 - RM48,000",58800
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",PERODUA,2019,36,0.0485, Undisclosed        ,30000
SIBU,PERODUA,2019,108,0.0498," RM24,001 - RM48,000",39900
PUCHONG JAYA,HONDA,2019,60,0.0402," RM96,001 - RM120,000",52000
KROKOP ,ISUZU,2018,108,0.04," RM24,001 - RM48,000",102000
KUCHING RH PLAZA,PERODUA,2019,60,0.045," RM12,001 - RM18,000",50000
"JALAN PENDING, KUCHING BRANCH",MAZDA,2019,60,0.0387," RM96,001 - RM120,000",100000
"PUSAT DAGANGAN BAKRI,MUAR",PERODUA,2019,108,0.0425," RM48,001 - RM72,000",67500
SS2 PJ,HONDA,2019,84,0.0394," RM48,001 - RM72,000",65000
TAWAU BRANCH,MITSUBISHI,2019,108,0.0392," RM24,001 - RM48,000",76000
KOTA KINABALU API API,MITSUBISHI,2019,108,0.0406," RM96,001 - RM120,000",100000
"TAMAN NUSA BESTARI JAYA, JB BRANCH",NISSAN,2019,108,0.0387," Above RM120,000    ",140100
SIBU,PERODUA,2019,108,0.0458," RM24,001 - RM48,000",50000
KOTA KENMUNING,PERODUA,2019,84,0.047," RM24,001 - RM48,000",32000
MELAKA TMR1,NISSAN,2019,108,0.0399," RM24,001 - RM48,000",120000
KLANG BRANCH,MERCEDES BENZ,2018,60,0.038," Above RM120,000    ",278000
PANDAN INDAH BRANCH,PROTON,2019,108,0.0403," Above RM120,000    ",101800
KOTA KINABALU API API,PERODUA,2019,108,0.0495," RM24,001 - RM48,000",36400
"JALAN BESERAH, KUANTAN   ",HONDA,2019,108,0.0403," RM72,001 - RM96,000",109800
TAMAN MIDAH,PERODUA,2019,108,0.0483," RM96,001 - RM120,000",36100
"JALAN KAPAR, KLANG          ",PROTON,2019,108,0.0478," RM24,001 - RM48,000",38000
"JALAN KAPAR, KLANG          ",MAZDA,2019,72,0.0398," RM48,001 - RM72,000",75000
"BANDAR BUKIT TINGGI, KLANG BRANCH",PROTON,2018,108,0.0507," RM18,001 - RM24,000",32000
"JLN SULTAN IDRIS SHAH, IPOH BRANCH",PERODUA,2019,108,0.0488," RM24,001 - RM48,000",37000
MENTAKAB BRANCH,TOYOTA,2019,84,0.0393," RM48,001 - RM72,000",60000
SS2 PJ,HONDA,2019,108,0.039," RM24,001 - RM48,000",85500
JELUTONG,PERODUA,2019,84,0.0461," Above RM120,000    ",30000
TAMAN SRI TEBRAU,PERODUA,2019,84,0.0415," RM48,001 - RM72,000",72000
KOTA KINABALU API API,TOYOTA,2019,108,0.0392," RM24,001 - RM48,000",75000
KUALA SELANGOR BRANCH,HONDA,2019,108,0.0398," RM48,001 - RM72,000",110000
LUKUT,PROTON,2019,60,0.0382," Above RM120,000    ",110000
KOTA KINABALU API API,PERODUA,2019,108,0.0495," RM9,001 - RM12,000 ",31400
SS2 PJ,MAZDA,2019,108,0.0393," RM48,001 - RM72,000",130000
"PUSAT DAGANGAN BAKRI,MUAR",NISSAN,2019,108,0.0399," RM72,001 - RM96,000",121100
SEREMBAN 2,MAZDA,2019,36,0.0389," RM72,001 - RM96,000",134000
TAMAN SRI TEBRAU,PROTON,2019,60,0.0389," RM24,001 - RM48,000",90000
SEREMBAN 2,HONDA,2019,108,0.0391," RM48,001 - RM72,000",114000
TAMAN SRI TEBRAU,FORD,2019,108,0.0398, Undisclosed        ,140800
SS2 PJ,PERODUA,2019,108,0.0477," RM18,001 - RM24,000",46700
BATU PAHAT BRANCH,PERODUA,2019,36,0.0505," RM48,001 - RM72,000",26000
TAMAN SRI TEBRAU,PROTON,2018,108,0.0493, Undisclosed        ,35400
TAMAN SRI TEBRAU,TOYOTA,2019,108,0.04," RM24,001 - RM48,000",81700
SITIAWAN BRANCH,HONDA,2019,108,0.04," RM48,001 - RM72,000",100000
TAMAN SRI TEBRAU,PERODUA,2019,60,0.0447," Above RM120,000    ",39000
LINTAS BRANCH,PERODUA,2019,48,0.0469," RM72,001 - RM96,000",30000
TAMAN SRI TEBRAU,HONDA,2019,108,0.0399," RM96,001 - RM120,000",112000
BATU PAHAT BRANCH,PROTON,2019,60,0.0393, Undisclosed        ,70000
TAMAN SRI RAMPAI BRANCH,HONDA,2019,108,0.0399," RM48,001 - RM72,000",85000
"PUSAT DAGANGAN BAKRI,MUAR",PROTON,2019,36,0.05," RM72,001 - RM96,000",25000
TAMAN SRI TEBRAU,PERODUA,2019,108,0.0494," RM24,001 - RM48,000",37000
"TAMAN SENTOSA, KLANG BRANCH",PROTON,2018,84,0.0477," RM24,001 - RM48,000",40000
"BANDAR BOTANIC, SELANGOR",PERODUA,2019,84,0.0473," RM18,001 - RM24,000",21500
AUTO CITY-JURU PRAI,TOYOTA,2019,84,0.0395," RM48,001 - RM72,000",76000
TAMAN SRI TEBRAU,PERODUA,2019,60,0.046," RM72,001 - RM96,000",30000
TAMAN SRI TEBRAU,TOYOTA,2019,60,0.0382," RM72,001 - RM96,000",120000
KUALA TERENGGANU (2),HONDA,2019,84,0.0397," RM72,001 - RM96,000",65000
"JALAN BESERAH, KUANTAN   ",PROTON,2018,108,0.0497," RM24,001 - RM48,000",34500
MELAKA TMR1,PEUGEOT,2018,108,0.0398, Undisclosed        ,142000
TAMAN SRI RAMPAI BRANCH,HONDA,2019,108,0.0403," Above RM120,000    ",110000
TAMAN MELAWATI BRANCH,NISSAN,2018,84,0.04," RM48,001 - RM72,000",111000
TAMAN SRI TEBRAU,PERODUA,2019,108,0.0502," RM48,001 - RM72,000",33900
BINTULU BRANCH,PROTON,2019,108,0.0483," RM24,001 - RM48,000",31500
TELUK INTAN BRANCH,MAZDA,2019,84,0.0388," RM72,001 - RM96,000",100000
PUCHONG JAYA,HONDA,2019,108,0.0399," RM24,001 - RM48,000",63300
TAMAN SRI TEBRAU,PERODUA,2019,108,0.0463," RM24,001 - RM48,000",48500
"KAMUNTING, PERAK            ",PERODUA,2019,108,0.0459," RM24,001 - RM48,000",46700
BATU PAHAT BRANCH,PERODUA,2019,108,0.0487," RM24,001 - RM48,000",38900
SIBU,PERODUA,2019,84,0.0409," RM96,001 - RM120,000",59500
"JALAN KAPAR, KLANG          ",PROTON,2019,108,0.0483," RM24,001 - RM48,000",57600
KROKOP ,NISSAN,2019,108,0.0408," RM48,001 - RM72,000",66700
BATU PAHAT BRANCH,HONDA,2019,108,0.0407," RM24,001 - RM48,000",70000
"JALAN KAPAR, KLANG          ",PROTON,2019,108,0.0505," RM18,001 - RM24,000",34500
TAMAN MIDAH,PROTON,2019,108,0.04," Above RM120,000    ",100000
PANDAN PERDANA BRANCH,PROTON,2019,60,0.0388," Above RM120,000    ",100000
SS2 PJ,PERODUA,2019,84,0.0475," RM96,001 - RM120,000",45000
KLUANG BRANCH,PERODUA,2019,36,0.0481," Above RM120,000    ",40000
"BUKIT SERDANG, SELANGOR",BMW,2019,108,0.038," Above RM120,000    ",180000
KOTA KINABALU API API,PROTON,2019,108,0.0479," RM18,001 - RM24,000",37500
BINTULU BRANCH,TOYOTA,2019,108,0.0395," RM72,001 - RM96,000",102900
PETALING JAYA NEW TOWN,TOYOTA,2019,108,0.0405," RM48,001 - RM72,000",58000
TAMAN SRI TEBRAU,KIA,2019,108,0.0415," RM18,001 - RM24,000",41500
KOTA KENMUNING,MERCEDES BENZ,2018,36,0.0387," Above RM120,000    ",200000
"TAMAN SETIA TROPIKA, JOHOR",PROTON,2019,60,0.0403," RM24,001 - RM48,000",50000
UPPER LANANG,NISSAN,2019,108,0.0388," RM72,001 - RM96,000",115000
"JALAN KAPAR, KLANG          ",NISSAN,2019,60,0.039," Above RM120,000    ",70000
TAMAN SRI TEBRAU,PERODUA,2019,60,0.0477," RM24,001 - RM48,000",25000
KUALA SELANGOR BRANCH,PERODUA,2019,108,0.0471," RM24,001 - RM48,000",32700
TAMAN SRI TEBRAU,PROTON,2019,84,0.0457," Above RM120,000    ",36500
SEREMBAN 2,TOYOTA,2019,108,0.039," RM72,001 - RM96,000",85500
"JALAN BESERAH, KUANTAN   ",PERODUA,2019,84,0.0464," RM24,001 - RM48,000",50200
SS2 PJ,PROTON,2019,108,0.0485," RM24,001 - RM48,000",31000
KL MAIN (EON BUILDING),BMW,2019,84,0.0379," Above RM120,000    ",170000
JELUTONG,PERODUA,2019,96,0.0465," RM24,001 - RM48,000",36000
"JALAN BESERAH, KUANTAN   ",PROTON,2018,84,0.049," RM24,001 - RM48,000",34500
TAWAU BRANCH,NISSAN,2018,108,0.0403," RM24,001 - RM48,000",75000
NIBONG TEBAL BRANCH,PERODUA,2019,108,0.0488," RM18,001 - RM24,000",33500
RAWANG BRANCH,PERODUA,2019,108,0.0469," RM24,001 - RM48,000",34800
KUALA SELANGOR BRANCH,PERODUA,2019,108,0.0498," RM24,001 - RM48,000",42000
"T.NIAGA JAYA,BKT MERTAJAM   ",PROTON,2019,108,0.0492," RM24,001 - RM48,000",35200
SS2 PJ,VOLKSWAGEN,2018,108,0.0398, Undisclosed        ,138000
KL MAIN (EON BUILDING),MERCEDES BENZ,2019,60,0.0379," RM48,001 - RM72,000",250000
SEREMBAN 2,HONDA,2019,84,0.0406," RM24,001 - RM48,000",40000
SITIAWAN BRANCH,HONDA,2019,108,0.0401," RM48,001 - RM72,000",136000
TAMAN SRI TEBRAU,HAVAL,2018,60,0.047," RM24,001 - RM48,000",30000
SIBU,MITSUBISHI,2019,108,0.0389," RM72,001 - RM96,000",100000
BATU PAHAT BRANCH,TOYOTA,2019,108,0.0408," RM48,001 - RM72,000",53000
TAMAN SRI TEBRAU,TOYOTA,2019,36,0.0422," RM48,001 - RM72,000",40000
SS2 PJ,TOYOTA,2019,108,0.0395," RM48,001 - RM72,000",72000
"BANDAR BOTANIC, SELANGOR",PERODUA,2019,108,0.0464," RM24,001 - RM48,000",50200
SIBU,NISSAN,2019,48,0.0391," RM72,001 - RM96,000",80000
KL MAIN (EON BUILDING),PERODUA,2019,108,0.0505," RM24,001 - RM48,000",40000
TAMAN SRI TEBRAU,PERODUA,2019,84,0.0461," RM96,001 - RM120,000",58200
"JALAN BESERAH, KUANTAN   ",PERODUA,2019,108,0.0484," RM18,001 - RM24,000",39100
"PUSAT DAGANGAN BAKRI,MUAR",MAZDA,2019,108,0.0392," RM96,001 - RM120,000",140900
TAMAN PUNCAK JALIL,TOYOTA,2019,108,0.0388," RM96,001 - RM120,000",115000
PUCHONG JAYA,VOLKSWAGEN,2019,84,0.0401," RM18,001 - RM24,000",60000
KOTA KINABALU API API,ISUZU,2019,108,0.0395," RM96,001 - RM120,000",114000
TAWAU BRANCH,PERODUA,2019,96,0.0492," RM24,001 - RM48,000",36000
PUCHONG JAYA,NISSAN,2019,108,0.0393," RM48,001 - RM72,000",133000
KOTA KENMUNING,HONDA,2019,108,0.0395," RM24,001 - RM48,000",59600
MELAKA TMR1,VOLVO,2019,108,0.038," RM48,001 - RM72,000",274000
PUCHONG ,MAZDA,2019,60,0.0385," Above RM120,000    ",117800
BINTULU BRANCH,HONDA,2019,84,0.0398," RM18,001 - RM24,000",73200
TAMAN MALURI BRANCH,PROTON,2018,96,0.049," RM24,001 - RM48,000",35500
BANDAR BARU AMPANG BRANCH,PERODUA,2019,84,0.0452," RM24,001 - RM48,000",40800
KROKOP ,PROTON,2019,108,0.0483," RM12,001 - RM18,000",36000
TAMAN SRI TEBRAU,MITSUBISHI,2018,108,0.0406," RM96,001 - RM120,000",106000
TAMAN SRI TEBRAU,PROTON,2019,84,0.0455," RM48,001 - RM72,000",39800
BUKIT BINTANG,MAZDA,2019,84,0.0389," Above RM120,000    ",137100
"TAMAN SENTOSA, KLANG BRANCH",PERODUA,2019,108,0.0426," RM48,001 - RM72,000",60000
SIBU,NISSAN,2019,84,0.0394," RM24,001 - RM48,000",76000
SKUDAI BRANCH,PERODUA,2019,60,0.0479," RM24,001 - RM48,000",32700
TAMAN SRI TEBRAU,HONDA,2019,108,0.0396," RM72,001 - RM96,000",120000
KANGAR BRANCH,NISSAN,2018,108,0.0403," RM9,000 And Below  ",75600
"JALAN KAPAR, KLANG          ",TOYOTA,2019,108,0.0399," RM48,001 - RM72,000",126500
PUCHONG JAYA,HONDA,2019,108,0.0397," RM72,001 - RM96,000",110000
TELUK INTAN BRANCH,TOYOTA,2019,108,0.0395," RM48,001 - RM72,000",76000
TAMAN SRI TEBRAU,HONDA,2019,108,0.041," RM48,001 - RM72,000",66000
KL MAIN (EON BUILDING),HONDA,2019,108,0.0403," RM24,001 - RM48,000",76900
KUCHING RH PLAZA,PERODUA,2019,60,0.0483," RM72,001 - RM96,000",20000
BAHAU BRANCH,PERODUA,2019,96,0.0492," RM24,001 - RM48,000",31600
SS2 PJ,MAZDA,2019,108,0.0389," RM72,001 - RM96,000",152000
BATU PAHAT BRANCH,PERODUA,2019,84,0.045," Above RM120,000    ",43600
TAMAN SRI TEBRAU,TOYOTA,2019,60,0.0417," RM48,001 - RM72,000",33000
SRI GOMBAK BRANCH,PERODUA,2019,108,0.049," RM18,001 - RM24,000",31500
BATU CAVES BRANCH,PERODUA,2019,84,0.0476," RM24,001 - RM48,000",35000
RAUB BRANCH,PERODUA,2019,108,0.0518," RM96,001 - RM120,000",21000
